id,sequence_no,speaker,text
TS_EC_Q1_FY2025_0011,11,AI.Cloud,"Organizations are seeing Cloud, Data and GenAI adoption as essential for delivering superior customer experience, remaining cost competitive as well as be able to roll out differentiated products and services rapidly. There is a renewed focus on data strategy, data governance and use of analytics driven by the desire to leverage AI and GenAI. Gen AI continues to hold major mindshare, and this is increasing by the day with newer models and techniques coming to the market almost on a daily / weekly basis. Customers are looking at scaling out the POCs and pilots by implementing necessary guardrails. Mature customers with a solid cloud and data foundation that were able to experiment with multiple GenAI use cases are now looking to reimagine parts of their value chain to make them AI-native. This AI first business strategy is increasingly seen as the eventual long-term aspirational goal. While the interest is strong, organizations are taking a calibrated approach to measure the risk potential and organizational impact while chalking out their roadmap for GenAI adoption. TCS has been batting on the front foot with all the required investments made to participate in this space and opportunity. In this quarter, over 270 AI/GenAI engagements have been deployed or are in various stages of progress. Engagements that have successfully gone live include those enabling dynamic pricing strategies, improved product quality, transformed customer experience and significant productivity uplift in business operations, software development & IT Operations. Our AI and Gen AI pipeline has also doubled in the quarter to US$1.5 billion. During the quarter, we launched TCS AI WisdomNextᵀᴹ, a platform that aggregates multiple GenAI services into a single interface and enables organizations to rapidly adopt next-gen technologies at scale, efficiently and within regulatory frameworks. The platform offers a comprehensive suite of modular, reusable components and industry-specific, prefabricated solution blueprints that are easy to use and enable faster business value realization. It can evaluate the accuracy of the AI model used and offers fine-tuning as a service."
TS_EC_Q1_FY2025_0012,12,IoT and DE,"We continue to see demand for IoT Platforms and Digital Engineering capabilities across different application areas. Few examples include: (1) Life Science and healthcare customers continue to invest in remote patient monitoring, diagnosis through connected devices leading to more software platform solutions and services. (2) Hi-Tech/ TSS customers are looking at new age skillsets which include chip design and optimization of manufacturing operations through automation (3) In the manufacturing space, key areas are - Factory transformation (smart manufacturing / factory of future), PLM services and smart product engineering. (4) Energy management solutions like TCS Clever EnergyTM are seeing good demand from customers across retail and manufacturing. Cyber Security services continued to grow this quarter. The focus areas of our customers have been Network security, Identity and Access Management modernization, Risk & Compliance and Cloud Security. Our Interactive services saw good growth this quarter across multiple offerings. The effective integration of technology and creativity is a key theme for all marketers. Our narrative around the need to improve CMO-CIO collaboration is being received well. CMOs understand that it is of paramount importance to connect the dots of complex technology systems, AI and data – and that this connecting of the dots, along with creativity as the multiplier is key to help brands in their responsible growth journey. Our Cognitive Business Operations services also saw good bookings and revenue growth in both IT IS and BPS. As businesses are looking to get a heads-up on the long-term view, investments are made in current operations to make it leaner and more efficient. Our approach led by modern tech-led transformation & assets such as ignio™, Cognix™ & MFDM™ is gaining good traction. Lastly, in the Enterprise Solutions Unit (ESU), clients continue to invest in clean and sustainable digital core by modernizing their ERP. We will continue to invest and strengthen our joint go-to-market approach with our partners. Moving on to geographies, Emerging markets continued showing superior and diversified growth. India led with +61.8% growth, Middle East & Africa grew +8.5%, Asia Pacific grew 7.6% while Latin America grew +6.3%. Among major markets, the United Kingdom led with +6.0% growth. IT services spend continues to be more resilient in the UK, and is expected to remain on the growth path. Europe grew 0.9%. IT services spend remained flat. In addition to other growth areas, sustainability initiatives and compliance of regulatory requirements is a key focus area amongst European clients. The biggest positive was North America returning to sequential growth after 5 quarters. On a Y-o-Y basis, it declined 1.1%. Overall IT services spending is stable in the geo; however, clients are neither going for large scale capex initiatives nor ramping down with deep spending cuts. There are tailwinds in the form of consumer demand, employment rates and technology innovation and headwinds coming from rising government and consumer debt, inflation and interest rates. We remain focused on delivering to the best of our capabilities and improve market share across industries, services and geographies. We can now open the line for questions."
TS_EC_Q1_FY2025_0013,13,Moderator,Thank you very much. We will now begin the question-and-answer session. We have our first question from the line of Ankur Rudra from JPMorgan. Please go ahead.
TS_EC_Q1_FY2025_0014,14,Ankur Rudra,"We've seen an element of pickup in overall growth momentum this quarter. However, if I peel out the growth from India, the growth in the international business is about 1.5% both sequentially and year-over-year on constant currency terms. So, in this context and the fact that deal wins are sort of weaker than the last four quarter average, the question is, what gives you the confidence that fiscal '25 will truly be better than fiscal '24?"
TS_EC_Q1_FY2025_0015,15,K Krithivasan,"Thanks, Ankur. We have said that FY'25 will be better than FY'24 overall. If you compare current quarter’s performance with Q4 (last quarter), we see sequential growth. Even leaving India out, almost all our verticals and all our geographies have grown. So, while India growth has been substantial, compared to previous quarter, the other sectors have also really done well. Going by the fact that growth has been broad-based, is what is giving us the confidence that this year will be better than last year. As we explained before, on the TCV side, we find it's more a timing issue because the pipeline is quite strong. We are not too worried about the TCV being lower than last quarter."
TS_EC_Q1_FY2025_0016,16,Ankur Rudra,"Okay. Appreciate it. The following question for me would be on Generative AI. You did highlight that your overall AI pipeline has strengthened. But if you just stay with Generative AI, how's that impacting your business? If you can give us some color in terms of how it's impacting specific projects and customer perception. A related question is, do you feel that Generative AI in client conversations and client thinking is potentially creating a headwind for spending on IT services?"
TS_EC_Q1_FY2025_0017,17,K Krithivasan,"There is always a discussion in almost any new program we do, even if it's an AMS (Application Management Services) program or AD (Application Development) program we do. There is a discussion on can we leverage Generative AI, can we bring in more productivity that discussion always happens. We also look for opportunities to bring in productivity or other value efficiencies through Generative AI. Clients do want us to look at Generative AI as one of the levers to better deliver in terms of cycle time or in terms of cost or quality. That discussion always happens, but we have not seen Gen AI as a headwind so far."
TS_EC_Q1_FY2025_0018,18,Ankur Rudra,Any comments on pricing given the nature of the business. Thank you.
TS_EC_Q1_FY2025_0019,19,Samir Seksaria,"Pricing overall has remained stable. While there could be aberrations at an individual customer level or the phase in which deals which we are facing, but at a portfolio level there is nothing material to call out. As you would have seen realizations also have been improving sequentially."
TS_EC_Q1_FY2025_0020,20,Ankur Rudra,Appreciate it. Thank you and best of luck.
TS_EC_Q1_FY2025_0021,21,Moderator,Thank you. We have our next question from the line of Sudheer Guntupalli from Kotak Mahindra AMC. Please go ahead.
TS_EC_Q1_FY2025_0022,22,Sudheer Guntupalli,"Hi, Kriti. Congrats on a good set of numbers. In March, you indicated that the demand visibility has certainly improved over December quarter. Now you delivered growth better than expectations. In that backdrop, just trying to get a context of your comments in the press that you don’t want to yet call out the sustainability of current growth number given the volatile environment. Is it just a philosophical stance you are taking not to indulge in near-term guesswork or quarterly guidance given the uncertainty or is this by any chance led by a relative weakening of demand visibility versus March quarter for whatsoever reasons? What I am trying to understand is that directionally are we seeing a steady improvement or stability in demand over time or is demand moving more like a sinusoidal curve over quarters?"
TS_EC_Q1_FY2025_0023,23,K Krithivasan,"Sudheer when we announced last quarter, I do know that we said that there is an improving demand environment. What we said is we believe we are confident that FY25 will be better than FY24. And that is based on how FY24 panned out and how we started seeing the early quarter of FY25. But it does not mean that the uncertainty has gone away. We still see situations where clients are ramping down programs or re-evaluating programs at very short notice. And that is the reason we believe that it is too early to call a sustained growth momentum or a demand stability. It depends a lot on the economic outlook of our customers. It is certainly not philosophical, but it is quite practical Sudheer."
TS_EC_Q1_FY2025_0024,24,Sudheer Guntupalli,"And the second question is on your other statement that clients are neither going for large-scale technology initiatives nor going for deep spending cuts. So if we were to quantify this qualitative statement, is it fair to say that since the deep spend cuts are already in the denominator, incrementally not having them should still be a mathematical tailwind for us in terms of growth?"
TS_EC_Q1_FY2025_0025,25,K Krithivasan,"See the way I would characterize this there are long-standing programs. As long as they are delivering incremental value to our customers, they are continuing. And if there is a limited budget available our customers are re-evaluating. Should they be starting a new program which gives a better ROI? It could be discretionary program or it could also be a cost optimization program as against the next phase of a long-standing program. So whichever is giving them a better ROI is being adopted and lesser ROI programs are passed. So that is the way I characterize it. And it was a situation last quarter also and there has not been a material change in that situation."
TS_EC_Q1_FY2025_0026,26,Sudheer Guntupalli,"Okay, sir. Thank you so much and all the best."
TS_EC_Q1_FY2025_0027,27,Moderator,Thank you. Next question is from the line of Kumar Rakesh from BNP Paribas. Please go ahead.
TS_EC_Q1_FY2025_0028,28,Kumar Rakesh,"Hi, good evening. Thank you for taking my question. My first question is more of a request, Krithi. If you could consider starting to give guidance on a full year basis that would be helpful because I really don’t understand why a large company and successful one like TCS should not have a guidance when almost every other peer of yours have. And the challenge which at least I face is the operating metrics which you share are not enough to give us a full picture of how the trends are panning out. The deal TCV has a very poor correlation with the revenue trend and the other operating matrices also are relatively lesser than what the peers have been giving. Now demand appears to have started stabilizing. You have settled in your office for a few quarters now. So now may be a good time to relook at this strategy whether you want to start giving a guidance. I understand TCS has not in the past, but may be a good start to give and if you take a feedback and if you still conclude that you should not give a guidance then at least maybe start giving some more operating metrics such as order backlog or ACV numbers, which can help us in modelling and come to a sense that what direction the growth potentially could be?"
TS_EC_Q1_FY2025_0029,29,K Krithivasan,"Sure, Kumar. We will definitely consider that. You see, it's been a considered stand for a long time because we believe that there is a certain amount of prudence in not giving guidance because it helps us in driving growth and maximizing growth based on what we see in the market space. But we will consider your request and we'll have an internal discussion and come back to you."
TS_EC_Q1_FY2025_0030,30,Kumar Rakesh,"That would be great. Thanks. My second question specifically was on the GenAI side. So, you did talk about $1.5 billion of deal pipeline on AI and GenAI side. Can you give some sense how the booking and revenue conversion could possibly be? You have spoken about 270 projects you are working on. So, is it fair to expect that about triple digit million dollars of total revenue TCV you may have been working on the GenAI side?"
TS_EC_Q1_FY2025_0031,31,K Krithivasan,"At this time, we don't want to give that number, because these projects also tend to be not very large. In the past also, you mentioned many of them tend to be smaller projects, small duration projects. But this quarter, we did win a large project as well, where we are establishing an AI office for one of our customers, which is fairly large. But otherwise, these projects tend to be small. When we are relooking, maybe we will consider this request as well, when we are ready to provide a number in terms of the revenue or order book in AI, we'll do it."
TS_EC_Q1_FY2025_0032,32,Kumar Rakesh,Great.
TS_EC_Q1_FY2025_0033,33,K Krithivasan,"Therefore, we have to stabilize and scale in the service, before we are able to give some metrics."
TS_EC_Q1_FY2025_0034,34,Kumar Rakesh,"Sure. Makes sense. Thanks. One question on the BFSI side. So, it was encouraging to see that BFSI has now returned to growth. So, is that a reflection of absence of last two quarters of furlough? Or you are seeing some recovery on the ground in terms of client engagement as well?"
TS_EC_Q1_FY2025_0035,35,K Krithivasan,"I would say there is some positive movement because as I was telling somebody else, our BFSI North America has done relatively well, which is not really impacted by furlough. So, this is BFSI performance to a great extent is, I would say, North America performance as well."
TS_EC_Q1_FY2025_0036,36,Kumar Rakesh,Got it. Thanks a lot.
TS_EC_Q1_FY2025_0037,37,Moderator,Thank you. We have our next question from the line of Abhishek Pathak from Motilal Oswal. Please go ahead.
TS_EC_Q1_FY2025_0038,38,Abhishek Pathak,"Hi. Thank you for the opportunity. My first question was on the communications vertical. Sir, what near-term catalysts do you see in this vertical which could meaningfully alter client behavior and what could bring it back to growth? We've seen almost five quarters of a decline now. So, when do you expect the historic capex that the operators have done to trickle down to services? That's one. And secondly, on the FY '24, another strong quarter. So, do you think client behavior here is any different to, let's say, BFSI where cost takeout is the main theme? Do you see more adventurous projects here or is the theme pretty much similar? Thank you."
TS_EC_Q1_FY2025_0039,39,K Krithivasan,"Abhishek, first on CMI, there are a couple of factors playing out here. Many of the telcos invested heavily for 5G rollout and they have not seen the expected return so far. For them to invest more, we believe, they're looking for a lower interest rate environment before they can embark on new transformative programs. From that perspective, lowering interest rate would be a good trigger for us to see. It is our expectation for us to see project of more investment and hence more IT projects to be kicked off. Life Sciences like you said, has been bucking the trend. That is also more to do with the non-cyclical nature of the industry. People tend to consume more of those services in good times and bad times. And which also because of that, creates more opportunity for drug discovery, research. To that extent, it's behaving in a very secular way."
TS_EC_Q1_FY2025_0040,40,Abhishek Pathak,Got it. Thanks.
TS_EC_Q1_FY2025_0041,41,Moderator,Thank you. We have our next question from the line of Ravi Menon from Macquarie. Please go ahead.
TS_EC_Q1_FY2025_0042,42,Ravi Menon,"Hi, thank you. You spoke about how we've finally seen America and North America come back to sequential growth. I don't think even during the financial crisis we've had a situation where we have five quarters of sequential decline. So this was an unusual time, but do you think that we finally bottomed out here and should we see sequential growth from here in North America?"
TS_EC_Q1_FY2025_0043,43,K Krithivasan,"Ravi, I don't want to say this now because it's the first quarter of broad-based growth we have seen after few quarters. And see while in 2008, what also happened, as soon as the crisis hit, we also got multiple M&A opportunities, so which actually increased our growth because some of the clients started investing towards consolidation of the systems. Today we don't have that scenario. It is a scenario of more wait and watch, because of which we don't find new investments either towards cost optimization or particularly discretionary spend not happening. So that's the reason we are hesitant to say we have bottomed out. We are watching this space and working closely with our customers to maximize the opportunities in front of us."
TS_EC_Q1_FY2025_0044,44,Ravi Menon,"Thank you, Krithi. And if you look at the trailing 12 months book to bill as well, when we started seeing that drop, that's when I think is a very new start. Should we think about that as a lead indicator? And now we've seen that trend up. Last quarter of course, you had a really extraordinarily good looking quarter. So, that moved that up as well. But we are trending above 1.35, 1.37 for three quarters. So should we think about that as a good leading indicator, if not for a quarterly indicator, but at least for the full year?"
TS_EC_Q1_FY2025_0045,45,K Krithivasan,"Ravi, I did not get the question fully, but from a book to bill perspective, last quarter was very good. This quarter we had a lower TCV. As we are explaining, our overall pipeline has remained strong, both qualified pipeline and total pipelines remain strong. The TCV has been lower this quarter it's more of a timing issue. Some of the large programs that we thought that we would close were pushed back by a few weeks or maybe a month or so. But we're confident those orders will be booked in Q2. You can never read too much into a TCV on a single quarter, you have to read it on a longer period of time. And it remains within our stated goal of $7 billion to $9 billion per quarter is the comfort zone we have set for our order booking. We are currently well within that range."
TS_EC_Q1_FY2025_0046,46,Ravi Menon,"Thanks. And one last question if I may you were, I think moving to a pattern of on boarding all the fresh graduates you make offers to in the first half of the year, right? This year, are you planning to continue that or should we see this more spread out over the quarters?"
TS_EC_Q1_FY2025_0047,47,Milind Lakkad,"We have on boarded 11,000 trainees in this quarter and we also have concluded the National Qualifier Test and this will further add to that number. Obviously, some of the freshers’ induction will continue during the quarters. To what volume, that is something which will be recalibrated over the next few quarters."
TS_EC_Q1_FY2025_0048,48,Ravi Menon,Thank you and best of luck.
TS_EC_Q1_FY2025_0049,49,Moderator,Thank you. We have our next question from the line of Nitin Padmanabhan from Investec. Please go ahead.
TS_EC_Q1_FY2025_0050,50,Nitin Padmanabhan,"Hi. Good evening. I had three questions. The first one is on the press conference you had mentioned that you look at three indicators broadly when you look to assess the recovery. So I think it was the evaluation of ongoing projects, how much people want to spend on cost optimization and how much people want to invest. Could you please expand on that, at least from a BFSI and retail CPG perspective? So that's the first one on how you're seeing trends across those three buckets. The second is on margin levers. I think last year, after the first quarter, we saw almost 100 basis points margin expansion each quarter. But since then, I think we have sort of brought down subcontracting fairly well. We have also improved utilization fairly. So just wanted your thoughts on the puts and takes on margins, on how we should think about it on a going-forward basis? And lastly, ISG basically spoke about some 30% cost savings in ADM and infra due to GenAI. I just wanted to understand your experience on that and how you're seeing that pan out. Thank you."
